"data_year","ori","pub_agency_name","pub_agency_unit","agency_type_name","state_abbr","state_name","division_name","county_name","region_name","population_group_code","population_group_desc","offense_code","offense_name","offender_race","offender_ethnicity","offender_age","offender_sex","victim_type_code","victim_type_name","location_code","location_name","weapon_code","weapon_name","prop_desc_code","data_year","prop_desc_code","prop_desc_name","stolen_value","recovered_value","recovered_flag","date_recovered"
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","220",Burglary/Breaking & Entering,White,Unknown,41,M,I,Individual,"20",Residence/Home,,,"36",2021,"36",Tools,500,0,false,
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","220",Burglary/Breaking & Entering,White,Unknown,41,M,I,Individual,"20",Residence/Home,,,"06",2021,"06",Clothes/ Furs,250,0,false,
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","220",Burglary/Breaking & Entering,,,,,B,Business,"25",Other/Unknown,,,"77",2021,"77",Other,1680,0,false,
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","290",Destruction/Damage/Vandalism of Property,,,,,I,Individual,"13",Highway/Road/Alley/Street/Sidewalk,,,"03",2021,"03",Automobile,20000,20000,true,2021-12-31
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","240",Motor Vehicle Theft,,,,,I,Individual,"18",Parking/Drop Lot/Garage,,,"03",2021,"03",Automobile,20000,20000,true,2021-12-31
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","220",Burglary/Breaking & Entering,White,Not Hispanic or Latino,40,F,I,Individual,"20",Residence/Home,,,"17",2021,"17",Jewelry/ Precious Metals,2000,0,false,
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","23H",All Other Larceny,,,,,I,Individual,"18",Parking/Drop Lot/Garage,,,"68",2021,"68",Lawn/ Yard/ Garden Equipment,392424,0,false,
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","13A",Aggravated Assault,Black or African American,Unknown,45,M,I,Individual,"20",Residence/Home,"90",Other,"75",2021,"75",Portable Electronic Communications,100,0,false,
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","23H",All Other Larceny,Black or African American,Unknown,45,M,I,Individual,"20",Residence/Home,"90",Other,"75",2021,"75",Portable Electronic Communications,100,0,false,
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","26B",Credit Card/Automated Teller Machine Fraud,,,,,I,Individual,"55",Shopping Mall,,,"20",2021,"20",Money,250,0,false,
